Name,GEO_ID,"Less than $50,000","$50,000 to $99,999","$100,000 to $149,999","$150,000 to $199,999","$200,000 to $299,999","$300,000 to $499,999","$500,000 or more",Median (dollars),State,County,Tract
"Census Tract 231, Placer County, California",1400000US06061023100,0,0.8,11.8,38.8,47.6,0.8,0.2,492700,6,61,23100
"Census Tract 232, Placer County, California",1400000US06061023200,3.4,1,14,73.1,4.9,2.5,1.2,363600,6,61,23200
"Census Tract 233, Placer County, California",1400000US06061023300,0.7,1,25.9,68.3,4.2,0,0,345500,6,61,23300
"Census Tract 234, Placer County, California",1400000US06061023400,2.8,0,30.9,61.2,5,0,0,341100,6,61,23400
"Census Tract 235, Placer County, California",1400000US06061023500,0.7,0,9.7,44.6,33.4,9.2,2.4,482000,6,61,23500
"Census Tract 236, Placer County, California",1400000US06061023600,4.5,0,1.4,48.2,37.2,8.7,0,484200,6,61,23600
"Census Tract 237, Placer County, California",1400000US06061023700,1.5,0,7.5,50.9,29.5,8.5,2,462100,6,61,23700
"Census Tract 238, Placer County, California",1400000US06061023800,3.2,0,6.4,47.8,28.5,11,3.2,459800,6,61,23800
"Census Tract 239, Placer County, California",1400000US06061023900,0,0,12.1,84.7,3.2,0,0,370600,6,61,23900
"Census Tract 9900, Placer County, California",1400000US06061990000,-666666666,-666666666,-666666666,-666666666,-666666666,-666666666,-666666666,-666666666,6,61,990000
"Census Tract 5.01, Plumas County, California",1400000US06063000501,0,8.3,86.8,4.8,0,0,0,164000,6,63,501
"Census Tract 5.02, Plumas County, California",1400000US06063000502,2.1,0.9,38.8,31.2,14.2,8.7,4.1,352200,6,63,502
"Census Tract 1.16, San Bernardino County, California",1400000US06071000116,0,0.7,1.1,31.8,44.4,21.3,0.8,592800,6,71,116
"Census Tract 35.01, Butte County, California",1400000US06007003501,2.1,8.9,72.3,11.4,5.4,0,0,199900,6,7,3501
"Census Tract 35.02, Butte County, California",1400000US06007003502,1.8,13.1,79.2,5.5,0.4,0,0,163700,6,7,3502
"Census Tract 37, Butte County, California",1400000US06007003700,7,11,70.4,5.3,3.4,0,2.8,167300,6,7,3700
"Census Tract 1.21, Calaveras County, California",1400000US06009000121,0,0,48.3,28.7,12,2.8,8.2,308200,6,9,121
"Census Tract 1.22, Calaveras County, California",1400000US06009000122,1.4,9,34.8,29.3,20.9,3.5,1.1,320100,6,9,122
"Census Tract 5.01, Calaveras County, California",1400000US06009000501,0,0,46.1,36,13.9,4,0,313600,6,9,501
"Census Tract 5.03, Calaveras County, California",1400000US06009000503,2.1,2.5,48.5,42.1,3.2,0,1.6,290900,6,9,503
"Census Tract 5.04, Calaveras County, California",1400000US06009000504,0,0,54.9,14.2,31,0,0,289800,6,9,504
"Census Tract 3020.05, Contra Costa County, California",1400000US06013302005,4.7,0,42.6,52.7,0,0,0,306300,6,13,302005
"Census Tract 3020.06, Contra Costa County, California",1400000US06013302006,0,0,41.5,57.3,1.2,0,0,321000,6,13,302006
"Census Tract 3020.07, Contra Costa County, California",1400000US06013302007,0.6,1,35.8,47.8,10.6,2.7,1.5,337900,6,13,302007
"Census Tract 3020.08, Contra Costa County, California",1400000US06013302008,2.4,0,25.7,43.6,20.4,6.3,1.6,377300,6,13,302008
"Census Tract 3020.09, Contra Costa County, California",1400000US06013302009,3.8,0,19.6,55,16.6,1.9,3.1,394500,6,13,302009
"Census Tract 3020.10, Contra Costa County, California",1400000US06013302010,0.4,0,21.1,61.9,13.6,1.3,1.6,393500,6,13,302010
"Census Tract 3031.02, Contra Costa County, California",1400000US06013303102,1.1,0.8,11.9,27,44,13.6,1.6,552100,6,13,303102
"Census Tract 3031.03, Contra Costa County, California",1400000US06013303103,0,0,21.2,49.6,22.6,4.5,2.1,430700,6,13,303103
"Census Tract 3032.01, Contra Costa County, California",1400000US06013303201,0,0,19.8,43,34.7,1.1,1.4,439000,6,13,303201
"Census Tract 3032.02, Contra Costa County, California",1400000US06013303202,2,1.2,12.2,52.1,27.7,4.8,0,436300,6,13,303202
"Census Tract 3032.03, Contra Costa County, California",1400000US06013303203,1,0,2.1,32.1,59.5,5.2,0,562000,6,13,303203
"Census Tract 3032.04, Contra Costa County, California",1400000US06013303204,2.2,1.9,12.8,68.5,13.2,0,1.3,400300,6,13,303204
"Census Tract 3032.05, Contra Costa County, California",1400000US06013303205,3.1,0,12.3,53.4,28.9,1.1,1.1,435300,6,13,303205
"Census Tract 3040.01, Contra Costa County, California",1400000US06013304001,1.5,0,0.8,27.8,56.1,8.4,5.4,588600,6,13,304001
"Census Tract 3040.02, Contra Costa County, California",1400000US06013304002,0,3.6,5.1,41.5,14.9,22.6,12.3,498300,6,13,304002
"Census Tract 3040.03, Contra Costa County, California",1400000US06013304003,2.8,0,7.5,33.7,30.7,13.6,11.7,548900,6,13,304003
"Census Tract 3040.04, Contra Costa County, California",1400000US06013304004,2.9,1.6,1.9,30.4,38.3,16.8,8,585300,6,13,304004
"Census Tract 3040.05, Contra Costa County, California",1400000US06013304005,1.3,0,6.4,42.7,48.2,0.3,1.1,498400,6,13,304005
"Census Tract 3060.03, Contra Costa County, California",1400000US06013306003,4.8,0,76.7,17,1.4,0,0,247000,6,13,306003
"Census Tract 3060.04, Contra Costa County, California",1400000US06013306004,0,0,71.2,23.5,1.9,0,3.4,260600,6,13,306004
"Census Tract 3132.03, Contra Costa County, California",1400000US06013313203,0,0,27.6,68.1,2.3,2,0,342100,6,13,313203
"Census Tract 3132.04, Contra Costa County, California",1400000US06013313204,0,1.2,24.6,59,8.7,2.7,3.8,366700,6,13,313204
"Census Tract 3132.05, Contra Costa County, California",1400000US06013313205,2.3,0,50.3,42.3,1.7,0,3.3,290700,6,13,313205
"Census Tract 1211.01, Los Angeles County, California",1400000US06037121101,0,0,33.9,43.2,20.3,2.5,0,356400,6,37,121101
"Census Tract 1211.02, Los Angeles County, California",1400000US06037121102,1.4,0,7.1,45.9,39,2.8,3.7,477200,6,37,121102
"Census Tract 1212.21, Los Angeles County, California",1400000US06037121221,0,0,19.6,65.1,12.9,0,2.4,373100,6,37,121221
"Census Tract 1212.22, Los Angeles County, California",1400000US06037121222,0,0,13.1,78.9,8,0,0,431000,6,37,121222
"Census Tract 1218.01, Los Angeles County, California",1400000US06037121801,0,0,35,56.4,8.5,0,0,332100,6,37,121801
"Census Tract 1218.02, Los Angeles County, California",1400000US06037121802,1,0,16.8,63,15.3,2.9,1,381800,6,37,121802
"Census Tract 1221.21, Los Angeles County, California",1400000US06037122121,2.1,0,14.6,80,3.3,0,0,405100,6,37,122121
"Census Tract 1221.22, Los Angeles County, California",1400000US06037122122,0,0,8.7,74.8,5.8,10.7,0,394400,6,37,122122
"Census Tract 1239.01, Los Angeles County, California",1400000US06037123901,4.1,0,8.5,33.7,50,3.7,0,518500,6,37,123901
"Census Tract 1239.02, Los Angeles County, California",1400000US06037123902,5.1,0,3.4,18.7,68.1,4.7,0,583600,6,37,123902
"Census Tract 1241.03, Los Angeles County, California",1400000US06037124103,0,0,5.9,39.6,43.6,5.9,5,525600,6,37,124103
"Census Tract 1241.04, Los Angeles County, California",1400000US06037124104,0,0,12.2,60,23.3,4.4,0,457400,6,37,124104
"Census Tract 4, Modoc County, California",1400000US06049000400,2.9,10,56.4,13.6,4.3,5,7.9,215800,6,49,400
"Census Tract 3, Modoc County, California",1400000US06049000300,7.3,12.8,46,26.6,0,0,7.3,222200,6,49,300
"Census Tract 409.01, Yuba County, California",1400000US06115040901,1.5,2.9,65.5,16.5,10,3.6,0,224200,6,115,40901
"Census Tract 410, Yuba County, California",1400000US06115041000,3.2,0.6,44.1,38.6,10.9,2.7,0,309800,6,115,41000
"Census Tract 411, Yuba County, California",1400000US06115041100,0,14.6,59.3,19.3,1.9,4.1,0.8,169800,6,115,41100
"Census Tract 406, Yuba County, California",1400000US06115040600,3.8,20.2,71.7,2.9,1.3,0,0,143600,6,115,40600
"Census Tract 408, Yuba County, California",1400000US06115040800,5.5,4.3,66,20.5,2.4,0,1.2,248800,6,115,40800
"Census Tract 401, Yuba County, California",1400000US06115040100,0,26.4,55.7,15.6,2.3,0,0,143800,6,115,40100
"Census Tract 404, Yuba County, California",1400000US06115040400,17.6,21,44.4,15.3,1.7,0,0,122000,6,115,40400
"Census Tract 405, Yuba County, California",1400000US06115040500,0,40.6,48.1,5.6,2.2,3.4,0,118800,6,115,40500
"Census Tract 409.02, Yuba County, California",1400000US06115040902,-666666666,-666666666,-666666666,-666666666,-666666666,-666666666,-666666666,-666666666,6,115,40902
"Census Tract 402, Yuba County, California",1400000US06115040200,5.1,12.9,65.6,14.1,1.2,1,0,170500,6,115,40200
"Census Tract 407, Yuba County, California",1400000US06115040700,1.1,0.9,71.5,24.6,1.4,0.2,0.4,262600,6,115,40700
"Census Tract 3383.02, Contra Costa County, California",1400000US06013338302,0,0,1.3,8,10.2,46,34.5,916000,6,13,338302
"Census Tract 3490, Contra Costa County, California",1400000US06013349000,0.7,0,0,0,14.5,22.8,62,1148600,6,13,349000
"Census Tract 3570, Contra Costa County, California",1400000US06013357000,0,0,13.1,63.3,21.7,1.9,0,438900,6,13,357000
"Census Tract 3071.01, Contra Costa County, California",1400000US06013307101,1.7,0,48.1,46.3,4,0,0,300800,6,13,307101
"Census Tract 3072.02, Contra Costa County, California",1400000US06013307202,6.8,37.3,55.9,0,0,0,0,117500,6,13,307202
"Census Tract 3072.04, Contra Costa County, California",1400000US06013307204,3.7,0,48,46.5,1.8,0,0,293800,6,13,307204
"Census Tract 3170, Contra Costa County, California",1400000US06013317000,2.4,0,24.5,53.5,13.1,6.5,0,391100,6,13,317000
"Census Tract 3211.01, Contra Costa County, California",1400000US06013321101,0,0,14.3,34.8,35.3,11.9,3.6,505900,6,13,321101
"Census Tract 3211.02, Contra Costa County, California",1400000US06013321102,0.6,0,7.7,28,36.4,22.9,4.3,593700,6,13,321102
"Census Tract 3211.03, Contra Costa County, California",1400000US06013321103,0.8,0,1.8,25.4,44.9,20.7,6.4,622900,6,13,321103
"Census Tract 2017, Napa County, California",1400000US06055201700,1.1,0.8,4.2,13.6,23.5,20.4,36.4,834000,6,55,201700
"Census Tract 2007.03, Napa County, California",1400000US06055200703,0,0,0,11.7,56.5,23.5,8.3,669400,6,55,200703
"Census Tract 2008.02, Napa County, California",1400000US06055200802,0,0,13.6,38.5,24,17.2,6.7,491700,6,55,200802
"Census Tract 2002.01, Napa County, California",1400000US06055200201,1.5,0,0,50,36.8,10.5,1.3,495500,6,55,200201
"Census Tract 2018, Napa County, California",1400000US06055201800,4.4,4.4,47.3,21.6,12.5,1.2,8.6,276000,6,55,201800
"Census Tract 2019, Napa County, California",1400000US06055201900,0,0,6.4,5.6,33,11.6,43.4,858900,6,55,201900
"Census Tract 2015, Napa County, California",1400000US06055201500,2.5,0,0,7.2,7.2,19.8,63.3,1212800,6,55,201500
"Census Tract 2020, Napa County, California",1400000US06055202000,2.3,4,2.8,17.4,38.5,26.6,8.4,652600,6,55,202000
"Census Tract 2002.03, Napa County, California",1400000US06055200203,0,0,2.6,41.3,50,6.1,0,530400,6,55,200203
"Census Tract 2013, Napa County, California",1400000US06055201300,1.5,0,16.2,13,27.4,20,21.9,676100,6,55,201300
"Census Tract 2005.01, Napa County, California",1400000US06055200501,2.5,4.1,9.3,32,41.3,2.3,8.5,512900,6,55,200501
"Census Tract 2005.03, Napa County, California",1400000US06055200503,0,6,17.4,43.6,25.5,7.4,0,442000,6,55,200503
"Census Tract 1.03, Monterey County, California",1400000US06053000103,0,0,12.2,81,4.7,0,2,381400,6,53,103
"Census Tract 14, Monterey County, California",1400000US06053001400,0,0,24,55.6,20.4,0,0,430100,6,53,1400
"Census Tract 15, Monterey County, California",1400000US06053001500,0,0,17.8,54.4,27.9,0,0,424200,6,53,1500
"Census Tract 1.02, Monterey County, California",1400000US06053000102,1.1,0,20.1,63.4,13.9,0,1.5,397400,6,53,102
"Census Tract 105.04, Monterey County, California",1400000US06053010504,3.5,1.3,69.6,21.7,1.9,0,2.1,273900,6,53,10504
"Census Tract 107.01, Monterey County, California",1400000US06053010701,2,1.2,2.5,6.3,47,35.7,5.2,701700,6,53,10701
"Census Tract 107.02, Monterey County, California",1400000US06053010702,1.6,0,2.3,8.3,18.6,40.1,29.2,870400,6,53,10702
"Census Tract 109, Monterey County, California",1400000US06053010900,0,0,0,0,50,50,0,-666666666,6,53,10900
"Census Tract 113.02, Monterey County, California",1400000US06053011302,7.7,4.5,60.4,27.5,0,0,0,195300,6,53,11302
"Census Tract 6.01, Butte County, California",1400000US06007000601,1.7,0,58.5,32.9,6.9,0,0,286600,6,7,601
"Census Tract 4086.27, Los Angeles County, California",1400000US06037408627,2.7,1.9,1.3,13,43.5,31.8,5.7,678400,6,37,408627
"Census Tract 4087.03, Los Angeles County, California",1400000US06037408703,0,0,0,1.5,19.1,48.3,31.1,901900,6,37,408703
"Census Tract 4305.02, Los Angeles County, California",1400000US06037430502,0,0,0,2.3,26.1,34.5,37.1,906300,6,37,430502
"Census Tract 4307.23, Los Angeles County, California",1400000US06037430723,0,0,2.7,29.7,55.9,2.2,9.5,578700,6,37,430723
"Census Tract 4310.01, Los Angeles County, California",1400000US06037431001,0,0,0,40.1,47.5,12.2,0.2,552000,6,37,431001
"Census Tract 4322.02, Los Angeles County, California",1400000US06037432202,0,0,0,29.9,64.8,2.7,2.7,577600,6,37,432202
"Census Tract 4326.02, Los Angeles County, California",1400000US06037432602,0,0,10.2,51.3,38.5,0,0,450400,6,37,432602
"Census Tract 4328.02, Los Angeles County, California",1400000US06037432802,13,0,11.7,70.1,5.2,0,0,336100,6,37,432802
"Census Tract 4336.01, Los Angeles County, California",1400000US06037433601,1.3,0,0,33.8,55.4,7.7,1.8,567000,6,37,433601
"Census Tract 4616, Los Angeles County, California",1400000US06037461600,4.1,0,11.7,32.6,42.2,5,4.4,509900,6,37,461600
"Census Tract 4628, Los Angeles County, California",1400000US06037462800,0,0,2.4,19.1,33.1,25.2,20.1,714500,6,37,462800
"Census Tract 4639, Los Angeles County, California",1400000US06037463900,4.1,3.4,3.2,12.7,24.2,13.8,38.8,796500,6,37,463900
"Census Tract 4642, Los Angeles County, California",1400000US06037464200,1,0,2.8,0,8.3,3,85,1414500,6,37,464200
"Census Tract 2971.20, Los Angeles County, California",1400000US06037297120,0,0,8.6,73.3,18.1,0,0,407500,6,37,297120
"Census Tract 2974, Los Angeles County, California",1400000US06037297400,0,0,6.7,2.6,30.6,40,20.1,813400,6,37,297400
"Census Tract 3005.01, Los Angeles County, California",1400000US06037300501,0,0,0,14.2,66,11.3,8.5,635500,6,37,300501
"Census Tract 3005.02, Los Angeles County, California",1400000US06037300502,0,0,2.7,47.1,23.2,20.6,6.4,502100,6,37,300502
"Census Tract 3010, Los Angeles County, California",1400000US06037301000,3,0,0,13,29,32.5,22.5,788300,6,37,301000
"Census Tract 3016.02, Los Angeles County, California",1400000US06037301602,0,0,11,24.2,45.2,11.2,8.4,581900,6,37,301602
"Census Tract 3023.01, Los Angeles County, California",1400000US06037302301,0,0,14,44.7,41.2,0,0,469200,6,37,302301
"Census Tract 3112, Los Angeles County, California",1400000US06037311200,1.8,0.0,0.0,22.2,58.9,16.4,0.8,610600,6,37,311200
"Census Tract 4008, Los Angeles County, California",1400000US06037400800,0.0,2.4,4.9,49.3,24.5,13.8,5.0,476500,6,37,400800
"Census Tract 4017.04, Los Angeles County, California",1400000US06037401704,4.6,0.0,26.8,65.4,3.2,0.0,0.0,348300,6,37,401704
"Census Tract 1070.10, Los Angeles County, California",1400000US06037107010,1.5,0.0,19.8,64.3,13.0,1.3,0.0,366700,6,37,107010
"Census Tract 1081.01, Los Angeles County, California",1400000US06037108101,0.0,0.8,0.0,4.1,70.6,24.5,0.0,659700,6,37,108101
"Census Tract 1093, Los Angeles County, California",1400000US06037109300,0.0,0.0,5.0,66.5,26.3,0.0,2.1,439200,6,37,109300
"Census Tract 1094, Los Angeles County, California",1400000US06037109400,0.0,9.6,18.2,56.9,15.3,0.0,0.0,363400,6,37,109400
"Census Tract 1098, Los Angeles County, California",1400000US06037109800,0.0,0.0,1.7,62.9,34.6,0.0,0.8,463500,6,37,109800
"Census Tract 1112.04, Los Angeles County, California",1400000US06037111204,0.7,0.0,0.0,2.2,58.8,26.5,11.8,700100,6,37,111204
"Census Tract 1134.01, Los Angeles County, California",1400000US06037113401,0.0,0.0,2.9,69.4,24.2,2.9,0.7,452200,6,37,113401
"Census Tract 1153.01, Los Angeles County, California",1400000US06037115301,6.2,0.0,5.3,20.5,40.9,25.5,1.6,610200,6,37,115301
"Census Tract 1174.05, Los Angeles County, California",1400000US06037117405,0.0,0.0,73.3,26.7,0.0,0.0,0.0,189400,6,37,117405
"Census Tract 1193.20, Los Angeles County, California",1400000US06037119320,0.0,0.0,39.0,42.7,18.3,0.0,0.0,332800,6,37,119320
"Census Tract 1200.30, Los Angeles County, California",1400000US06037120030,0.0,0.0,0.0,100.0,0.0,0.0,0.0,406000,6,37,120030
"Census Tract 1210.20, Los Angeles County, California",1400000US06037121020,2.4,0.0,12.5,57.6,18.9,8.6,0.0,398300,6,37,121020
"Census Tract 1220, Los Angeles County, California",1400000US06037122000,0.0,0.0,7.9,46.6,36.3,3.6,5.7,486700,6,37,122000
"Census Tract 1230.20, Los Angeles County, California",1400000US06037123020,0.0,0.0,17.5,65.9,15.3,0.0,1.3,381800,6,37,123020
"Census Tract 1238, Los Angeles County, California",1400000US06037123800,0.0,0.0,2.2,30.6,45.0,18.3,4.0,595900,6,37,123800
"Census Tract 1240, Los Angeles County, California",1400000US06037124000,0.0,0.0,1.8,0.0,29.7,44.0,24.5,855300,6,37,124000
"Census Tract 1243, Los Angeles County, California",1400000US06037124300,0.0,0.0,4.2,46.1,43.5,6.3,0.0,499200,6,37,124300
"Census Tract 1245, Los Angeles County, California",1400000US06037124500,0.0,0.0,3.5,9.4,37.3,39.7,10.2,749100,6,37,124500
"Census Tract 1251, Los Angeles County, California",1400000US06037125100,0.0,0.0,7.7,20.8,26.1,21.5,23.9,706000,6,37,125100
"Census Tract 3400.01, Contra Costa County, California",1400000US06013340001,0.0,0.0,6.2,13.1,36.8,34.2,9.7,708500,6,13,340001
"Census Tract 3430.03, Contra Costa County, California",1400000US06013343003,1.2,0.0,1.3,2.9,11.0,28.0,55.6,1051400,6,13,343003
"Census Tract 3451.03, Contra Costa County, California",1400000US06013345103,0.0,0.0,0.6,5.4,39.7,42.5,11.8,775100,6,13,345103
"Census Tract 3451.05, Contra Costa County, California",1400000US06013345105,0.0,0.0,0.0,7.3,20.6,38.5,33.6,893800,6,13,345105
"Census Tract 3451.08, Contra Costa County, California",1400000US06013345108,0.9,1.0,3.3,24.6,19.9,38.4,12.0,752600,6,13,345108
"Census Tract 3462.01, Contra Costa County, California",1400000US06013346201,2.9,0.0,0.0,1.0,5.2,29.7,61.2,1159800,6,13,346201
"Census Tract 3480, Contra Costa County, California",1400000US06013348000,0.0,0.0,1.8,1.4,2.6,7.7,86.5,1480400,6,13,348000
"Census Tract 3553.04, Contra Costa County, California",1400000US06013355304,1.7,0.8,4.6,20.9,39.3,27.5,5.2,640000,6,13,355304
"Census Tract 3560.02, Contra Costa County, California",1400000US06013356002,0.8,3.0,7.6,36.8,31.9,6.2,13.6,513300,6,13,356002
"Census Tract 3592.04, Contra Costa County, California",1400000US06013359204,1.4,1.2,6.6,50.5,33.1,4.7,2.4,476600,6,13,359204
"Census Tract 3650.02, Contra Costa County, California",1400000US06013365002,4.8,5.9,39.1,46.3,3.9,0.0,0.0,300600,6,13,365002
"Census Tract 3660.02, Contra Costa County, California",1400000US06013366002,2.1,17.5,41.1,38.1,0.0,0.0,1.2,242800,6,13,366002
"Census Tract 3672, Contra Costa County, California",1400000US06013367200,0.0,0.0,49.4,46.5,2.1,0.0,2.0,301900,6,13,367200
"Census Tract 3690.01, Contra Costa County, California",1400000US06013369001,7.8,9.4,42.0,31.0,9.8,0.0,0.0,228200,6,13,369001
"Census Tract 3730, Contra Costa County, California",1400000US06013373000,0.0,0.0,59.7,40.3,0.0,0.0,0.0,263100,6,13,373000
